client_id,client_name,client_dob,client_type,client_created_by
125665,Brian Hernandez,17/06/2006,investor,56
125666,Emily Tran,20/02/1976,investor,41
125667,Miranda Morales,8/04/1994,investor,79
125668,Steven Smith,22/02/1998,investor,31
125669,Joseph Henson,16/08/1994,investor,53
125670,Richard Sims,15/10/1992,investor,27
125671,Michael Shah,1/05/2006,investor,72
125672,Melissa Rogers,19/03/1975,investor,18
125673,Jared Mcgee,2/03/1996,investor,21
125674,Michael Simon,4/09/1990,investor,36
125675,Maureen Lee,25/10/1961,investor,48
125676,Paul Bauer,17/07/1986,investor,31
125677,Patrick Herrera,6/04/1998,investor,43
125678,Jeremy Johnson DVM,23/08/1987,investor,65
125679,Jacqueline Morgan,24/01/1967,investor,37
125680,Kelly Reynolds,14/10/1998,investor,77
125681,Sara Gutierrez,4/04/1960,investor,70
125682,Brittany Park,3/08/1995,investor,78
125683,Kelsey Thomas,22/11/1967,investor,76
125684,Keith Gray,27/06/1995,investor,11
125685,Jennifer Walton,29/05/1966,investor,14
125686,Christina Strickland,24/08/2006,investor,26
125687,William Irwin,27/03/1981,investor,7
125688,Diane Morales,26/04/2002,investor,39
125689,Angela Brown,8/03/1982,investor,33
125690,Marcus Castro,17/07/1976,investor,40
125691,Ryan Ward,4/05/1997,investor,33
125692,James Brown,20/04/2002,investor,44
125693,Angie Davis,11/02/1998,investor,37
125694,Michael Bowman,21/03/1977,investor,13
125695,Allen Price MD,25/05/1997,investor,74
125696,David Cunningham,30/08/2006,investor,70
125697,Brett Nunez,18/01/1988,investor,32
125698,Gary Barnes,22/07/2000,investor,41
125699,Nancy Wells,18/07/1971,investor,78
125700,Kimberly Wilkerson,10/06/1989,investor,73
125701,Scott Chavez,28/07/1973,investor,72
125702,Miss Debra Blair,27/11/2001,investor,16
125703,Ronnie Weber,23/05/1963,investor,35
125704,Paula Richardson,4/08/1993,investor,16
125705,Robert Welch,5/09/1962,investor,72
125706,Karen Hays,30/03/1975,investor,41
125707,Christopher Santana,29/04/1989,investor,50
125708,Nathan Hicks,11/09/1983,investor,56
125709,Rachel Drake,8/10/1985,investor,29
125710,Lauren Rodriguez,30/10/1996,investor,46
125711,Melissa Hunt,22/05/1997,investor,61
125712,Chloe Guerrero,26/04/1976,investor,28
125713,Dorothy Hayes,10/03/1993,investor,61
125714,Marissa George,20/12/1990,investor,47
125715,Debra Farrell,18/04/1971,investor,27
125716,John James,28/11/1959,investor,53
125717,Summer Ford,16/03/1982,investor,73
125718,Stephanie Perkins,5/06/1964,investor,1
125719,Jasmine Gross PhD,12/06/1961,investor,65
125720,Katherine Smith,9/07/1992,investor,4
125721,Richard Horne,20/03/1975,investor,48
125722,Samantha Rogers,28/09/1961,investor,57
125723,Michael Friedman,19/09/1975,investor,66
125724,Rachel Tucker,17/03/1998,investor,49
125725,Kelly Bauer,3/05/2006,investor,77
125726,Kerry Rivera,27/04/1967,investor,32
125727,Bobby Smith,27/06/1994,investor,26
125728,Julie Alvarez,12/05/2005,investor,43
125729,Louis Huber,27/11/1986,investor,57
125730,Christina Meadows,6/03/1998,investor,49
125731,Sarah Campbell,17/07/2003,investor,67
125732,Anthony Reyes,9/12/1974,investor,46
125733,Brittany Rhodes,4/12/1995,investor,71
125734,Anita Hernandez,21/01/1983,investor,51
125735,Michael Gordon,6/03/2005,investor,48
125736,Tonya Townsend,11/02/1986,investor,4
125737,Laura Garcia,29/01/1962,investor,35
125738,Nicole Kirk,5/09/2001,investor,35
125739,Anna Gamble,12/12/2003,investor,16
125740,Melinda Torres,2/12/1985,investor,24
125741,Richard Richardson,15/04/1995,investor,3
125742,Phillip Shaffer,24/10/2006,investor,66
125743,Shari Mcintosh,2/01/1978,investor,11
125744,Amy Thornton,16/06/1978,investor,55
125745,David Weiss,6/09/1992,investor,60
125746,James Lawrence,16/03/1971,investor,17
125747,Jeffrey Floyd,31/03/1961,investor,49
125748,Jessica Pitts,22/11/1974,investor,25
125749,Stephen Cabrera,15/10/1978,investor,49
125750,Jessica Scott,15/07/1969,investor,28
125751,Kimberly Hudson,14/02/1978,investor,73
125752,James Garza,15/12/1999,investor,76
125753,Larry Cole,1/06/1965,investor,42
125754,Emma Frederick,5/07/1981,investor,69
125755,Lucas Smith,19/07/1979,investor,40
125756,Thomas Ford,22/03/1970,investor,33
125757,Karen Lester,25/05/1978,investor,15
125758,John Delgado,7/10/1964,investor,28
125759,David Werner,28/02/1965,investor,41
125760,Roger Willis,11/11/1974,investor,63
125761,Brianna Collier,11/01/1998,investor,57
125762,Shari Bowen,16/10/1963,investor,32
125763,Ryan Kramer,14/07/1985,investor,38
125764,Kaitlin Hernandez,21/05/1985,investor,56
125765,Austin Flynn,4/08/1981,investor,26
125766,Christopher Jordan,9/06/1973,investor,42
125767,Felicia Marshall,27/07/2004,investor,1
125768,Jonathan Lopez,9/04/1973,investor,50
125769,Shannon Miranda,25/02/1994,investor,66
125770,Heather Clark,18/11/1978,investor,12
125771,Christopher Carey,6/02/2001,investor,71
125772,Robert Dixon,2/09/1962,investor,11
125773,Erik Miranda,16/02/2006,investor,30
125774,Bailey Jacobs,22/09/1972,investor,4
125775,Mary Johnson,19/04/1962,investor,68
125776,Amanda Ramirez,15/07/1992,investor,32
125777,Paul Macias,10/08/1959,investor,52
125778,Joseph Thompson,2/06/1986,investor,29
125779,Sean Olsen,19/01/2005,investor,66
125780,Nathaniel Ross,18/10/1983,investor,77
125781,Kaitlyn Miranda,30/10/1981,investor,35
125782,Rachel Mason,17/01/1975,investor,46
125783,Sabrina Williams,18/05/1969,investor,10
125784,William Palmer,3/01/2002,investor,9
125785,Matthew Dickerson,13/11/1987,investor,46
125786,James Henderson,13/01/1986,investor,5
125787,Matthew Ramirez,23/05/1992,investor,74
125788,Samantha Evans,1/08/1983,investor,70
125789,Todd Jones,26/09/1992,investor,80
125790,Emily Morgan,3/11/1974,investor,77
125791,Stephen Wallace,20/08/1997,investor,11
125792,Dr. Miguel Woodward MD,14/12/1968,investor,78
125793,Beth Moore,5/02/1987,investor,61
125794,Christopher Clark,13/03/2005,investor,29
125795,Danielle Crawford,30/01/1966,investor,46
125796,Michael Turner,19/06/1977,investor,18
125797,Kyle Hicks,4/04/1961,investor,27
125798,Dr. Heather White,25/02/1973,investor,57
125799,Chad Haley,27/07/1997,investor,33
125800,Jennifer Mullen,2/09/1987,investor,17
125801,Andrew Jennings,24/10/2001,investor,55
125802,Edward Henderson,8/06/1977,investor,9
125803,Brittany Haynes,13/04/2006,investor,55
125804,Brenda Kramer,30/10/1966,investor,32
125805,Kristin Bailey,18/10/2004,investor,76
125806,Kari Zimmerman,26/02/1965,investor,33
125807,Timothy Patel,19/10/2002,investor,39
125808,Michael Gonzales,1/12/2002,investor,25
125809,Phillip Black,6/03/1960,investor,45
125810,Jennifer Dudley,15/07/1992,investor,36
125811,Denise Bishop,17/02/1972,investor,36
125812,Jennifer White,19/12/1981,investor,57
125813,Christine Henderson,1/12/1976,investor,39
125814,Rebecca Spencer,1/01/1995,investor,67
125815,Glenn Thompson,13/09/1961,investor,41
125816,Darrell Acevedo,25/01/1984,investor,14
125817,Yvette Day,19/12/1971,investor,33
125818,Amy Wilson,9/04/1979,investor,67
125819,Jeremy Burgess,5/08/1963,investor,71
125820,Susan Avery,20/11/1962,investor,50
125821,Jasmine Kim,18/02/2002,investor,42
125822,Jacob Johnson,4/11/1999,investor,46
125823,Brandon Rodgers,20/12/2000,investor,39
125824,Melissa Fowler,10/03/2005,investor,80
125825,Kathy Lopez,31/05/2004,investor,40
125826,Aaron Hall,2/02/1973,investor,1
125827,Katie Rivera,9/11/1985,investor,20
125828,Christopher Chavez,2/11/2000,investor,17
125829,Amy Riley,29/09/1998,investor,46
125830,Jake Mcdowell,18/05/1976,investor,39
125831,Angel Henry,25/11/1981,investor,18
125832,Courtney Black,4/08/1963,investor,34
125833,Cynthia Jordan,20/02/1966,investor,12
125834,Patricia Boone,3/09/2002,investor,20
125835,Wendy Perez,5/01/1992,investor,77
125836,Shannon Miller,16/12/1967,investor,18
125837,William Elliott,18/12/1975,investor,16
125838,Alexander Torres,24/11/1965,investor,65
125839,Kenneth Hicks,4/02/2003,investor,75
125840,Jessica Pugh,12/06/1986,investor,47
125841,Ryan Franklin,10/11/2005,investor,75
125842,Brandon Ballard,24/04/1974,investor,62
125843,Francisco George,19/11/1959,investor,27
125844,Anthony Kelley,31/03/2002,investor,33
125845,Terry Barnes,8/08/2003,investor,63
125846,Jasmine Gonzalez,8/07/1999,investor,76
125847,Michael Davis,4/07/1978,investor,80
125848,Steven Bradley,22/08/1982,investor,7
125849,Colleen Lopez,14/10/2002,investor,43
125850,Kathryn Butler,24/03/1989,investor,67
125851,Kelly Moore,25/12/1980,investor,23
125852,Sarah Fleming,29/11/1985,investor,59
125853,Monica Mitchell,1/10/1976,investor,72
125854,Steven Bean,31/07/1999,investor,16
125855,Pamela Martinez,23/06/1995,investor,66
125856,Cindy Klein,26/09/1982,investor,56
125857,Ashlee Walker,26/10/1974,investor,18
125858,Chelsea Douglas,1/04/2002,investor,27
125859,Megan Ramsey,31/01/1960,investor,5
125860,Virginia Lowe,14/11/1960,investor,61
125861,Deborah Brady,2/12/2005,investor,27
125862,Alison Johnson,9/02/1996,investor,52
125863,Sarah Sandoval,12/07/1977,investor,34
125864,Kathy Stewart,10/03/1965,investor,29
125865,Mr. Jacob Chung Jr.,17/04/2004,investor,36
125866,Angelica Brown,1/03/1961,investor,27
125867,Cynthia Adams,18/05/1988,investor,11
125868,April Williams,19/04/1967,investor,3
125869,Lauren Short,8/11/1983,investor,31
125870,Jill Joseph,26/05/1978,investor,27
125871,Shawna David,21/11/2005,investor,29
125872,Dr. Dorothy Munoz,25/05/1999,investor,56
125873,Brent Adkins,4/10/1985,investor,8
125874,Heather Stevens,5/11/1993,investor,52
125875,Jasmine Martinez,28/08/1976,investor,34
125876,Courtney Lee,12/09/1964,investor,36
125877,Austin Benson,9/09/1987,investor,66
125878,Antonio Hernandez,18/02/1965,investor,19
125879,Elizabeth Williams,8/12/1998,investor,23
125880,Melanie Gregory,11/03/2005,investor,44
125881,Chelsea Camacho,12/01/1997,investor,57
125882,Mr. David Wagner,28/09/1959,investor,74
125883,Steven Davenport,13/01/1999,investor,19
125884,Teresa Rowe,22/01/1993,investor,45
125885,Abigail Andrade,18/03/1984,investor,11
125886,James Nichols,8/03/1982,investor,10
125887,Scott Savage,21/02/1965,investor,64
125888,Jamie Nichols,13/02/2000,investor,13
125889,Clayton Chavez,16/02/2002,investor,73
125890,Regina Nelson,16/07/1985,investor,5
125891,Jimmy Jackson,5/02/1996,investor,18
125892,Jessica Clark,12/04/2001,investor,3
125893,Patricia Jones,16/06/1972,investor,32
125894,Brianna Duncan,10/02/2004,investor,29
125895,Alicia Osborne,1/04/1979,investor,39
125896,Christopher Carrillo,5/11/1983,investor,63
125897,Madison Watson,5/06/1965,investor,61
125898,Amanda Mitchell,21/12/1981,investor,17
125899,Patricia Ray,7/04/1969,investor,44
125900,Henry Hernandez,7/12/1969,investor,6
125901,Jim Ramirez,28/05/1964,investor,51
125902,Stephanie Johnson,21/04/1968,investor,26
125903,Evan Harper,1/08/1999,investor,53
125904,Jeremy Wong,16/11/2004,investor,20
125905,Chad Shah,19/11/1964,investor,38
125906,Justin Elliott,11/03/1990,investor,56
125907,Patricia Burton,13/03/2000,investor,66
125908,Michael Campbell,18/05/2005,investor,56
125909,Anthony Reed,8/06/1969,investor,50
125910,Jacqueline Curtis,21/11/1965,investor,60
125911,Wendy Duran,13/10/1984,investor,55
125912,Patrick Frey,20/08/1981,investor,39
125913,Tonya Hart,17/08/1978,investor,39
125914,Daniel Lopez,9/04/1970,investor,31
125915,Matthew Sanders,20/04/1978,investor,21
125916,John Manning,4/11/1985,investor,6
125917,Timothy Wyatt,15/12/1966,investor,2
125918,Adam Martin,31/08/1960,investor,3
125919,Mitchell Thompson,19/11/1976,investor,26
125920,Matthew Chavez,28/12/1986,investor,44
125921,Joe Lewis,19/10/1964,investor,22
125922,Elizabeth James,26/07/1973,investor,35
125923,Rebecca Dean,7/05/1970,investor,6
125924,Angela Strickland,11/05/1969,investor,30
125925,Rita Dunn,5/02/1987,investor,74
125926,Chad Perez,17/03/1990,investor,13
125927,Kyle Brown,30/10/1970,investor,68
125928,Shannon Holder,7/05/2005,investor,65
125929,Timothy Daugherty,5/02/1996,investor,73
125930,Amanda Larson,5/10/1976,investor,27
125931,Daniel Hoover,15/01/1992,investor,59
125932,Jonathan Johnson,30/09/1982,investor,74
125933,Gregory Pierce,8/10/1996,investor,25
125934,Bryan Miller,16/02/1997,investor,75
125935,Emily King,17/01/1982,investor,33
125936,Kenneth Peterson,3/08/1996,investor,14
125937,Anthony Wang,1/08/1960,investor,18
125938,Robert Wilson,12/04/1999,investor,39
125939,James Swanson,14/11/1973,investor,64
125940,David Harris,22/10/1988,investor,25
125941,Natasha Franklin,16/01/1968,investor,2
125942,Janet Morgan,17/01/1973,investor,26
125943,Jeffery Harris,6/07/1970,investor,58
125944,Jeffrey Williams,16/09/1983,investor,3
125945,Kimberly Rose,11/12/1969,investor,47
125946,Melissa Browning,14/12/2005,investor,33
125947,Michael Parks,13/08/1968,investor,75
125948,Cheryl Trujillo,14/09/2001,investor,77
125949,Kelsey Fernandez,5/12/1982,investor,17
125950,Laurie Davis,22/01/1991,investor,13
125951,Daniel Rios,10/05/1963,investor,33
125952,Kelsey Hernandez,26/10/1988,investor,19
125953,Michelle Lutz,29/05/1979,investor,33
125954,Mark Bowers,25/08/2003,investor,2
125955,Carolyn Davis,25/11/1983,investor,79
125956,Mark Jones,9/12/2002,investor,61
125957,Robert Ayers,23/05/2007,investor,65
125958,Kathryn Harrison,23/08/1959,investor,45
125959,Kevin Rivera,14/02/2005,investor,68
125960,Stephanie Adams,17/04/1971,investor,11
125961,Ian Barr,22/08/1965,investor,8
125962,Victor Lawrence,21/04/2001,investor,17
125963,Natasha Henderson,30/08/1982,investor,75
125964,Aaron Gonzalez,23/03/1997,investor,80
125965,Jose Wilson,16/02/1963,investor,26
125966,Michael Rodriguez,15/12/1982,investor,3
125967,Michael Kennedy,1/09/1999,investor,25
125968,Brandy Spencer,9/08/1979,investor,4
125969,Tony Hampton,12/07/1986,investor,19
125970,Carol Perez,8/02/1963,investor,64
125971,Debra Lopez,15/02/1988,investor,41
125972,Teresa Branch,3/06/1961,investor,43
125973,Alan Smith,5/12/1978,investor,59
125974,Michael Moore,29/09/1978,investor,77
125975,Cole Rojas,5/06/2006,investor,2
125976,Danielle Moore,14/04/1985,investor,56
125977,Joseph Vasquez,12/01/1968,investor,78
125978,Leslie Bailey,4/12/1969,investor,3
125979,Patricia Aguirre,29/09/2001,investor,71
125980,Bethany Matthews,2/05/2000,investor,31
125981,Brandon Pierce,21/02/1983,investor,39
125982,Kenneth Reed,20/05/1968,investor,22
125983,Jacob Rodriguez,20/01/1977,investor,10
125984,Kelsey Patterson,18/09/1976,investor,20
125985,Dawn Cannon,15/01/1994,investor,26
125986,Paul Cordova,13/06/1985,investor,19
125987,Mrs. Sara Copeland,28/02/1996,investor,58
125988,Tracy Harris,29/11/1972,investor,42
125989,Sandra Peterson,7/04/1960,investor,25
125990,Amanda Snyder,20/07/1974,investor,42
125991,Shelby Kennedy,5/12/1979,investor,31
125992,Matthew Deleon,8/08/1973,investor,58
125993,Joshua Johnson,26/06/1977,investor,76
125994,Dawn Brown,22/08/1962,investor,3
125995,Devon Sanchez,27/04/1976,investor,70
125996,Jerry Peterson,26/02/1985,investor,22
125997,Abigail Gonzalez,27/03/1996,investor,41
125998,Ricky Vincent,8/03/1977,investor,50
125999,Craig Phillips,20/09/1990,investor,69
126000,Michelle Roth,30/09/2005,investor,74
126001,Kurt Sanchez,12/11/1985,investor,78
126002,Jessica Simpson,26/09/1979,investor,60
126003,Megan Gonzales,22/05/1962,investor,46
126004,Casey Scott,24/12/1970,investor,11
126005,Leslie Garcia,6/12/1999,investor,54
126006,Justin Henson,9/03/1994,investor,66
126007,Kathryn Phelps,26/10/1983,investor,52
126008,Craig Duran,19/03/1999,investor,13
126009,Jessica Walker,13/10/1988,investor,28
126010,Ruth Kim,11/12/1959,investor,70
126011,Emily Zamora,5/04/1986,investor,12
126012,William Fletcher,22/12/1972,investor,22
126013,Christopher Bates,22/05/1990,investor,6
126014,Jason Goodwin,22/04/2004,investor,34
126015,Antonio Todd,10/06/1986,investor,64
126016,Maureen Smith,1/06/1976,investor,2
126017,Joe Strong,25/02/1982,investor,56
126018,Kyle Holden,29/09/1997,investor,18
126019,Mary Powell,19/02/2000,investor,59
126020,Christopher Johnson,26/03/1963,investor,75
126021,Kayla Harrell,3/02/1967,investor,39
126022,Margaret Rivera,26/09/1977,investor,29
126023,Mr. Caleb Hansen,1/07/1989,investor,41
126024,Dylan Hays,6/09/1968,investor,1
126025,Savannah Sanders,31/07/2003,investor,62
126026,Sarah Keller,16/07/2005,investor,78
126027,Amber Wright DVM,16/06/1965,investor,49
126028,George Conner,22/10/1989,investor,19
126029,Kevin Giles,26/12/1979,investor,33
126030,Mary Love,6/04/1999,investor,23
126031,Amanda Morrison,14/02/2006,investor,9
126032,Erica Perez,16/08/1982,investor,34
126033,Tyler Smith,28/03/1976,investor,80
126034,Julia Paul,9/03/1987,investor,17
126035,April Maddox,28/10/1975,investor,33
126036,Kimberly Reed,3/02/1996,investor,57
126037,Jessica Anderson,20/02/1969,investor,34
126038,Maria Smith,5/10/1995,investor,35
126039,Laura Frazier,23/07/1977,investor,66
126040,Angela Glenn,24/01/1992,investor,44
126041,Brian Garza,11/09/1987,investor,49
126042,Robert Santos Jr.,12/11/1981,investor,26
126043,Kyle Gibson,8/06/1988,investor,32
126044,Dana Downs,10/05/1961,investor,54
126045,Carrie Green,12/03/1963,investor,15
126046,James Patrick,5/06/1988,investor,30
126047,William Brennan DDS,1/03/1985,investor,28
126048,Patricia Perez,2/04/1976,investor,66
126049,Donna Mason,6/01/2002,investor,67
126050,Elizabeth Morales,31/10/1981,investor,6
126051,Matthew Avila,19/12/1998,investor,78
126052,Lisa Adams,5/03/1964,investor,7
126053,Richard Collins,20/06/1984,investor,69
126054,Courtney Davenport,7/06/1997,investor,22
126055,James Hill,1/01/1992,investor,48
126056,Steven Harris,11/03/1961,investor,35
126057,Kristina Smith,21/06/1999,investor,1
126058,Richard Evans,18/12/1960,investor,40
126059,Dawn Daugherty,11/10/1959,investor,42
126060,Ian Knapp,1/12/1985,investor,37
126061,Jose Murphy,11/01/1970,investor,55
126062,Steven Pittman,15/12/1974,investor,19
126063,Eric Allen,26/01/1972,investor,2
126064,Gabriel Williams,29/04/1971,investor,21
126065,Maurice Bowman,9/06/1994,investor,64
126066,Sarah Sanders,2/08/1983,investor,63
126067,Matthew Walters,25/11/1999,investor,56
126068,Charles Pace,28/01/1981,investor,52
126069,Brittney Murphy,28/12/1977,investor,79
126070,Matthew Miller,26/11/1971,investor,52
126071,Janice Hicks MD,13/03/1987,investor,79
126072,Nicole Armstrong,18/04/1986,investor,80
126073,Tabitha Bryan,6/04/1960,investor,60
126074,Robert Buchanan,19/01/1970,investor,30
126075,Dawn Gomez DVM,9/12/1995,investor,9
126076,Stephanie Hancock,5/12/1979,investor,73
126077,David Clark,22/02/1993,investor,55
126078,Sydney Williams,21/08/2005,investor,24
126079,Amanda Bruce,22/03/1997,investor,9
126080,Eric Gonzalez,3/10/1988,investor,13
126081,Kevin Morales,11/10/1975,investor,43
126082,Anthony Key,19/08/1981,investor,66
126083,Jeremiah Perez,24/11/1993,investor,78
126084,Mr. Anthony Schaefer,11/01/1981,investor,24
126085,Brittany Harrington,21/04/2003,investor,28
126086,Allison Lara,14/11/1974,investor,4
126087,Kyle Green,20/11/1988,investor,54
126088,Brittany Baxter,5/10/1968,investor,35
126089,Julia Smith,21/01/1998,investor,10
126090,Tracy Moore,7/03/1966,investor,62
126091,Robert Aguilar,11/04/1990,investor,12
126092,Stacey Jennings,23/07/1992,investor,21
126093,Sarah Garza,7/01/1999,investor,42
126094,Carol Edwards,4/11/2005,investor,49
126095,Gary Copeland,10/12/1999,investor,58
126096,Danielle Davis,9/06/1994,investor,58
126097,David Gonzalez,20/02/1993,investor,45
126098,Laura Kirk,18/09/1980,investor,19
126099,Daniel King,3/04/1995,investor,36
126100,Hannah Gallagher,10/04/1985,investor,63
126101,Christopher Sims,11/11/2006,investor,32
126102,Tracy Rice,28/02/1981,investor,34
126103,Arthur Owens,23/06/1962,investor,35
126104,Melissa Randall,12/07/1989,investor,14
126105,Alyssa Underwood,1/01/1974,investor,20
126106,Robert Coleman,15/09/1993,investor,68
126107,Michael Wade,3/09/1965,investor,45
126108,Jon Scott,5/09/1985,investor,10
126109,Miranda Smith,12/07/1960,investor,50
126110,Alexandra Johnston,30/12/2001,investor,3
126111,Emily Phillips,31/10/1996,investor,35
126112,Stephen Ramos,30/04/1991,investor,4
126113,Kristin Moore,28/09/1966,investor,20
126114,Jonathon Phillips,12/11/1967,investor,59
126115,Richard Marshall,12/02/1989,investor,16
126116,Kristin Mason,10/04/1965,investor,66
126117,Peter Morrison,18/10/1999,investor,42
126118,Lori Boyd,22/09/1999,investor,64
126119,Jesse Smith,1/03/1990,investor,2
126120,Kelli Nolan,3/01/1998,investor,77
126121,Matthew Mccann,20/01/1993,investor,16
126122,Richard Hodge,1/06/2000,investor,36
126123,Nicholas Brown,12/12/1969,investor,7
126124,Rebecca Davis,30/12/1999,investor,70
126125,Charles White,19/12/1966,investor,22
126126,Michael Romero,8/03/1981,investor,22
126127,Diamond Thompson,1/12/2000,investor,12
126128,Daniel Wilson,10/01/1989,investor,28
126129,Randy Mosley,31/01/1991,investor,60
126130,Kristen Davis,14/02/1967,investor,41
126131,Heidi Jackson,17/04/1975,investor,57
126132,Kimberly Torres,9/06/2005,investor,30
126133,Dawn Mcguire,31/10/1972,investor,57
126134,Sarah Nguyen,27/09/1990,investor,78
126135,Katelyn Davis,14/11/1981,investor,10
126136,Donald Jones,17/07/2001,investor,4
126137,Jeremy Campbell,6/03/1968,investor,43
126138,Matthew Hudson,19/06/1980,investor,50
126139,Douglas Hampton,20/07/1990,investor,77
126140,Anna Tapia,24/10/1997,investor,71
126141,David Scott,22/09/1988,investor,18
126142,Joanna Johnson,30/01/1972,investor,62
126143,Steven Nielsen,29/10/1984,investor,73
126144,Jerry Williams,3/05/1970,investor,18
126145,Kristen Humphrey,22/09/1990,investor,9
126146,Amanda Wall,13/12/1966,investor,34
126147,Clifford Thompson,28/12/2005,investor,40
126148,Alexander Smith,6/02/1999,investor,63
126149,Renee Romero,21/03/1993,investor,77
126150,Keith Lopez,19/09/1986,investor,74
126151,Zachary Austin,26/08/1972,investor,49
126152,Dr. Ronald Henry,9/02/1983,investor,1
126153,Matthew Weber,11/03/1995,investor,61
126154,Erika Smith,6/05/1961,investor,61
126155,Nicholas Taylor,2/11/1973,investor,54
126156,Mrs. Renee Yoder,12/03/1985,investor,54
126157,Deanna Robertson,16/02/1967,investor,36
126158,Dawn Torres,3/09/1970,investor,26
126159,Paul Velasquez,1/12/2003,investor,25
126160,Allen Page,5/03/1971,investor,32
126161,Crystal Rangel,16/12/1992,investor,51
126162,Patricia Guerra,30/03/1960,investor,3
126163,Richard Trevino,6/08/1981,investor,53
126164,Ashley Johnson,8/11/1972,investor,75
126165,Cameron Cohen,11/04/2007,investor,58
126166,Darryl Turner,26/07/1962,investor,45
126167,Krista Harper,30/03/1997,investor,31
126168,Austin Pope,25/09/1975,investor,28
126169,Jacqueline Richmond,9/08/1972,investor,7
126170,Jason Washington,24/11/1981,investor,16
126171,Joshua Russell,12/01/1981,investor,53
126172,Darius Brown,8/12/1981,investor,38
126173,Kelsey Cooley,7/04/1989,investor,9
126174,Bradley Olson,20/11/1995,investor,13
126175,Jose Gray,19/08/2004,investor,59
126176,Bradley Moore,5/08/1967,investor,2
126177,Julie Macdonald,18/03/1968,investor,6
126178,Megan Moore,12/07/1995,investor,1
126179,Victoria Williams,28/10/2006,investor,71
126180,Francisco Robinson,8/09/1981,investor,66
126181,Michelle Pugh,9/01/1972,investor,41
126182,Paul Rosario,18/07/1998,investor,34
126183,Corey Flores MD,13/02/1994,investor,72
126184,Heather Miles DDS,12/03/1990,investor,1
126185,Janet Brown,17/04/1987,investor,23
126186,Miranda Dorsey,22/07/1975,investor,40
126187,Steve Serrano,4/11/1963,investor,16
126188,Claire Gonzalez,8/10/1994,investor,79
126189,Jose Snyder,11/12/1989,investor,40
126190,Carlos Wallace,11/07/1989,investor,17
126191,Lori Hamilton,21/06/1982,investor,4
126192,Cindy Fernandez,11/09/1966,investor,78
126193,Stephanie Williamson,24/02/1962,investor,57
126194,Kelly Ashley,30/08/1983,investor,62
126195,David Dalton,17/11/1986,investor,9
126196,Aaron Young,29/01/2007,investor,46
126197,Jennifer Whitney,14/06/1991,investor,68
126198,Tiffany Meadows,12/03/1994,investor,34
126199,Elaine Alvarez,18/04/1982,investor,62
126200,Jennifer Smith,17/10/2000,investor,75
126201,Anthony King,30/03/1978,investor,59
126202,Douglas Nelson,4/12/1988,investor,78
126203,Brandi Caldwell,4/08/1978,investor,32
126204,John Lang,21/11/1959,investor,33
126205,Michael Walton,18/05/1963,investor,51
126206,Ann Jacobs,16/03/1991,investor,47
126207,David Zavala,27/06/1967,investor,17
126208,Brittany Moran,4/03/1963,investor,6
126209,Paul Cardenas,12/01/1996,investor,68
126210,Joseph Rodriguez,8/12/1965,investor,48
126211,Jeffrey Randolph,17/02/1965,investor,39
126212,Phillip Sosa,14/08/1990,investor,9
126213,Meghan Smith,3/08/1977,investor,68
126214,Mr. Austin Garcia,14/07/1964,investor,78
126215,Nicole Powell,18/02/1980,investor,78
126216,Jacqueline Benton,31/03/1999,investor,25
126217,Joseph Long,23/11/1993,investor,42
126218,Daniel Lee,19/03/1988,investor,79
126219,Patty Anderson,26/12/1964,investor,44
126220,Robert Hendricks,11/08/1986,investor,20
126221,Charles Snyder,31/05/1967,investor,68
126222,Mckenzie Ortiz,5/09/2003,investor,3
126223,Shane Ford,5/01/1997,investor,49
126224,Mr. Christopher Shah MD,17/01/2006,investor,20
126225,Shannon Esparza,13/11/1985,investor,43
126226,Gina Conley,3/07/1962,investor,1
126227,Rachel Carey,7/06/1997,investor,61
126228,Catherine Aguirre,21/12/1990,investor,71
126229,Corey Dalton,30/04/1985,investor,55
126230,Jessica Banks,13/08/1974,investor,7
126231,Alexis Allison,18/02/2000,investor,73
126232,Laura Brooks,8/04/1969,investor,50
126233,Alex Baker,21/05/1990,investor,27
126234,Kurt Woods,23/12/2005,investor,32
126235,Mackenzie Ferrell,29/08/1987,investor,47
126236,Sarah Young,8/06/1993,investor,43
126237,Cynthia Rodriguez,17/09/2004,investor,69
126238,David Pollard,29/10/1999,investor,14
126239,Joseph Arroyo,10/12/1999,investor,9
126240,Christopher Bartlett,14/06/1999,investor,36
126241,William Wilkinson,14/09/1996,investor,52
126242,Kenneth Taylor,22/03/1961,investor,17
126243,Mark Rodriguez,17/01/1995,investor,19
126244,Terri Henderson,31/05/1970,investor,67
126245,Michael Hurst,18/01/1999,investor,42
126246,Roy Moore,12/03/1994,investor,7
126247,Michael Robertson,9/02/1985,investor,23
126248,Cynthia Hamilton,21/12/1995,investor,60
126249,David Simpson,15/05/1981,investor,38
126250,Mr. Harold Hodge,1/11/1990,investor,46
126251,Michael Wright,12/06/1968,investor,77
126252,Christopher Robinson,5/08/1994,investor,58
126253,Patricia Austin,28/08/1963,investor,16
126254,Anthony Cooley,8/05/1979,investor,76
126255,Philip Lopez,19/06/1990,investor,8
126256,Andrew Maldonado,21/06/1969,investor,3
126257,Mary Stein,21/03/1990,investor,61
126258,Danny Henry,24/01/1960,investor,44
